related_dye_order_plan,sched_done_by,purchase_order,bki,qty_ordered,status,ship_to,split_from,serial_number,sched_enter_by,schedule_status,customer_service_rep,ship_to_processor,active,costing_exception_overridden,modified,knit_price,unit_cost_yarn,machine,knit_version,knit_style_base,close_dt,created_by,note,created_date,internal_notes,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,seconds,instructions,updated_by,quoted_date,qty_G00,uom,requested_date,qty_shipped,id,knitter,job
8944.0,,,45258,50,Open,,,K2507105,80,Required,16,,1,0,2025-09-12 09:34:19.185551,1.25,3.718678,123,"{'act_yard_cut_wt': None, 'knit_style_base': 3495, 'active': 1, 'id': 6273, 'version': '1', 'created_date': '2025-07-29', 'created_time': '15:13:10.372038', 'target_yard_cut_wt': '37.7', 'price': '1.25', 'modified': '2025-07-30 13:39:21.732504', 'foreign_id': 8432, 'roll_size': '50'}","{'active': 1, 'id': 3495, 'foreign_id': 5442, 'base_style': 'CEE4794A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,80,,2025-07-30 13:36:18.076822,,,50,0,2025-08-06,2025-07-30 13:36:18.076822,,,80,,,lbs,2025-08-08,,6492,1,33626
8942.0,,,45257,50,Open,,,K2507104,80,Required,16,,1,0,2025-08-12 09:31:12.251413,0.85,3.454072,195,"{'price': '0.85', 'modified': '2025-08-18 13:33:55.596267', 'created_time': '15:22:29.671029', 'target_yard_cut_wt': '29.0', 'roll_size': '50', 'foreign_id': 8363, 'knit_style_base': 3466, 'act_yard_cut_wt': '31.05', 'version': '1', 'created_date': '2025-07-07', 'active': 1, 'id': 6217}","{'base_style': 'C1B4771A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5407, 'id': 3466, 'active': 1}",,80,,2025-07-30 10:44:59.785399,,,3.7,46.3,2025-08-04,2025-07-30 10:44:59.785399,17.5,,80,,,lbs,2025-08-08,63.8,6491,1,33619
8940.0,,,45255,50,Open,,,K2507102,80,Required,16,,1,0,2025-07-30 10:33:48.491567,1.25,2.469445,123,"{'created_date': '2025-06-30', 'version': '1', 'active': 1, 'id': 6202, 'knit_style_base': 3457, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8346, 'modified': '2025-07-30 09:41:30.737705', 'price': '1.25', 'target_yard_cut_wt': '26.2', 'created_time': '16:05:42.518775'}","{'base_style': 'CEE4750A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5391, 'active': 1, 'id': 3457}",,80,,2025-07-30 10:30:01.473836,,,50,0,2025-08-08,2025-07-30 10:30:01.473836,,,80,,,lbs,2025-08-15,,6489,1,33617
8935.0,,,45252,50,Open,,,K2507101,80,Required,16,,1,0,2025-09-12 09:33:58.390923,1.25,2.122996,123,"{'active': 1, 'id': 6268, 'created_date': '2025-07-25', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3493, 'foreign_id': 8425, 'roll_size': '50', 'target_yard_cut_wt': '27.0', 'created_time': '09:08:06.420505', 'modified': '2025-08-14 08:30:28.300465', 'price': '1.25'}","{'foreign_id': 5440, 'id': 3493, 'active': 1, 'base_style': 'CEE4739A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,80,,2025-07-29 11:20:27.040106,,,50,0,2025-08-08,2025-07-29 11:20:27.040106,,,80,,,lbs,2025-08-12,,6488,1,33581
8931.0,,,45251,16000,Open,,,K2507099,72,Complete,19,,1,0,2025-09-12 18:31:12.72488,0.85,1.6134,33,"{'active': 1, 'id': 6271, 'created_date': '2025-07-28', 'version': '3A', 'act_yard_cut_wt': '16.25', 'knit_style_base': 2947, 'foreign_id': 8429, 'roll_size': '100', 'target_yard_cut_wt': '16.4', 'created_time': '11:29:48.398462', 'modified': '2025-07-28 12:06:03.942436', 'price': '0.85'}","{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CMR4344', 'foreign_id': 4751, 'id': 2947, 'active': 1}",,72,,2025-07-28 12:16:51.152332,,,7708.8,8291.2,2025-07-28,2025-07-28 12:16:51.152332,24.6,,52,2025-08-29,818,lbs,2025-08-29,7497.8,6486,1,33557
,,,45249,5200,Open,,,K2507098,72,Complete,19,,1,0,2025-08-21 09:56:09.824448,1.05,1.06,109,"{'act_yard_cut_wt': '4.05', 'knit_style_base': 3478, 'active': 1, 'id': 6242, 'created_date': '2025-07-18', 'version': '1', 'target_yard_cut_wt': '3.9', 'created_time': '15:11:07.968165', 'modified': '2025-09-05 10:34:26.512055', 'price': '1.05', 'foreign_id': 8396, 'roll_size': '52'}","{'foreign_id': 5424, 'active': 1, 'id': 3478, 'base_style': 'CT4785', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-07-25 16:09:12.028082,,,1096.6,4103.4,2025-07-28,2025-07-25 16:09:12.028082,,,72,2025-08-29,0,lbs,2025-08-29,4103.4,6485,1,33540
8928.0,,,45246,2000,Open,,,K2507095,72,Required,19,,1,0,2025-08-11 12:41:47.648051,0.85,1.8665,,"{'act_yard_cut_wt': '24.36', 'knit_style_base': 1181, 'id': 6269, 'active': 1, 'created_date': '2025-07-25', 'version': '2DL', 'target_yard_cut_wt': '18.25', 'created_time': '14:10:36.942199', 'modified': '2025-07-25 14:10:36.942199', 'price': '0.85', 'foreign_id': 8427, 'roll_size': '250'}","{'base_style': 'CT2913', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1181, 'active': 1, 'foreign_id': 2408}",,72,,2025-07-25 14:16:46.638371,,,2000,0,2025-08-04,2025-07-25 14:16:46.638371,,,72,2025-09-30,,lbs,2025-09-30,,6482,1,33532
8915.0,,,,7656,Open,,,K2507094,9,Required,1,4.0,1,0,2025-08-26 14:06:25.288804,0.60,2.25304,39,"{'roll_size': '58', 'foreign_id': 7786, 'price': '0.60', 'modified': '2025-06-26 11:35:35.215794', 'created_time': '15:58:06.848587', 'target_yard_cut_wt': '17.25', 'version': 'CC', 'created_date': '2024-10-21', 'id': 5730, 'active': 1, 'knit_style_base': 1662, 'act_yard_cut_wt': '15.60'}","{'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '2094', 'id': 1662, 'active': 1, 'foreign_id': 3065}",,9,,2025-07-24 08:27:41.708724,,,104.1,7551.9,2025-07-25,2025-07-24 08:27:41.708724,246.3,,9,,0,lbs,2025-08-15,7798.2,6481,1,33497
,,,,23250,Open,,,K2507092,9,Required,1,1.0,1,0,2025-09-08 22:02:16.310655,0.75,7.35,44,"{'id': 5107, 'active': 1, 'version': 'B', 'created_date': '2024-01-31', 'act_yard_cut_wt': '10.22', 'knit_style_base': 765, 'foreign_id': 7079, 'roll_size': '50', 'created_time': '15:49:41.0976', 'target_yard_cut_wt': '8.75', 'price': '0.75', 'modified': '2025-09-11 08:36:31.101736'}","{'id': 765, 'active': 1, 'foreign_id': 716, 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'DFF446J'}",,9,,2025-07-23 13:48:25.405046,,,23250,0,2025-09-17,2025-07-23 13:48:25.405046,,,5,,,lbs,2025-10-03,,6479,1,33482
,,,,5600,Open,,,K2507090,9,Required,1,1.0,1,0,2025-09-10 13:26:10.138403,0.80,7.85144,115,"{'id': 6051, 'active': 1, 'created_date': '2025-04-08', 'version': 'BB', 'act_yard_cut_wt': '12.05', 'knit_style_base': 614, 'foreign_id': 8159, 'roll_size': '50', 'target_yard_cut_wt': '11.00', 'created_time': '11:36:16.78898', 'modified': '2025-07-25 12:58:44.90066', 'price': '0.80'}","{'id': 614, 'active': 1, 'foreign_id': 495, 'base_style': '71246', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-07-23 13:36:03.742402,,,0,5834.7,2025-08-15,2025-07-23 13:36:03.742402,317.1,,9,,3178.4,lbs,2025-08-29,2938.6,6477,1,33479
,,,,300,Open,,,K2507079,9,Required,1,1.0,1,0,2025-09-12 09:33:55.107254,1.05,10.26295,65,"{'roll_size': '50', 'foreign_id': 8423, 'price': '1.05', 'modified': '2025-09-10 12:27:16.671166', 'created_time': '13:13:53.875266', 'target_yard_cut_wt': '11.00', 'version': 'F', 'created_date': '2025-07-24', 'active': 1, 'id': 6266, 'knit_style_base': 666, 'act_yard_cut_wt': '8.3'}","{'base_style': 'DFF505R', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 666, 'active': 1, 'foreign_id': 305}",,9,,2025-07-22 16:17:10.053679,,,300,0,2025-08-04,2025-07-22 16:17:10.053679,,,9,,,lbs,2025-08-29,,6466,1,33450
8903.0,,,45261,16000,Open,,,K2507078,72,Required,19,,1,0,2025-09-12 23:11:12.878763,0.85,2.61963,188,"{'act_yard_cut_wt': '32.65', 'knit_style_base': 2908, 'id': 6252, 'active': 1, 'version': '2RECA', 'created_date': '2025-07-22', 'created_time': '15:34:58.196167', 'target_yard_cut_wt': '34.5', 'price': '0.85', 'modified': '2025-08-05 10:24:30.970851', 'foreign_id': 8409, 'roll_size': '250'}","{'base_style': 'C1B4312A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2908, 'foreign_id': 4699}",,72,,2025-07-22 15:41:58.656072,,,3529.2,12470.8,2025-08-11,2025-07-22 15:41:58.656072,655.9,,72,2025-10-30,732,lbs,2025-10-30,12394.7,6465,1,33439
8902.0,,,45301,6250,Open,,,K2507077,72,Complete,19,,1,0,2025-08-27 14:59:27.899229,0.85,2.65072,187,"{'roll_size': '250', 'foreign_id': 8304, 'price': '0.85', 'modified': '2025-06-25 14:32:03.126273', 'created_time': '09:15:21.22787', 'target_yard_cut_wt': '34.5', 'version': '3REC', 'created_date': '2025-06-11', 'active': 1, 'id': 6165, 'knit_style_base': 2906, 'act_yard_cut_wt': '34.20'}","{'active': 1, 'id': 2906, 'foreign_id': 4695, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4313A'}",,72,,2025-07-22 15:25:51.228211,,,4,6246,2025-08-11,2025-07-22 15:25:51.228211,,,72,2025-10-30,0,lbs,2025-10-30,6246,6464,1,33438
,,,,20400,Open,,,K2507075,9,Required,1,4.0,1,0,2025-09-10 16:01:21.152669,0.40,1.26,120,"{'knit_style_base': 2399, 'act_yard_cut_wt': '8.36', 'created_date': '2023-03-10', 'version': '0', 'id': 4333, 'active': 1, 'modified': '2023-09-29 08:09:09.117619', 'price': '0.40', 'target_yard_cut_wt': '7.80', 'created_time': '14:20:06.0442', 'roll_size': '50', 'foreign_id': 6167}","{'foreign_id': 4015, 'active': 1, 'id': 2399, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'base_style': '3009OW'}",,9,,2025-07-22 15:06:15.405159,,,8039.9,12360.1,2025-08-04,2025-07-22 15:06:15.405159,58.4,,9,,907.6,lbs,2025-09-05,11510.9,6462,1,33435
8898.0,,,45288,7000,Open,,,K2507072,72,Required,19,,1,0,2025-09-12 10:16:34.984245,0.85,1.17902,159,"{'act_yard_cut_wt': '15.35', 'knit_style_base': 3296, 'active': 1, 'id': 5884, 'version': '1', 'created_date': '2025-01-13', 'created_time': '14:24:53.470355', 'target_yard_cut_wt': '15.0', 'price': '0.85', 'modified': '2025-08-19 15:39:27.26394', 'foreign_id': 7962, 'roll_size': '250'}","{'base_style': 'C1B4613A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3296, 'foreign_id': 5193}",,72,,2025-07-22 13:19:59.762285,,,253,6747,2025-08-18,2025-07-22 13:19:59.762285,16.8,,72,2025-09-30,741,lbs,2025-09-30,6022.8,6459,1,33419
8897.0,,,45369,4000,Open,,,K2507071,72,Required,19,,1,0,2025-09-04 16:36:10.243433,0.85,1.33299,46,"{'act_yard_cut_wt': '13.95', 'knit_style_base': 3295, 'active': 1, 'id': 5883, 'version': '1', 'created_date': '2025-01-13', 'created_time': '14:01:01.997911', 'target_yard_cut_wt': '15.5', 'price': '0.85', 'modified': '2025-03-28 11:34:59.827905', 'foreign_id': 7961, 'roll_size': '250'}","{'base_style': 'C1B4612A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3295, 'active': 1, 'foreign_id': 5192}",,72,,2025-07-22 13:18:54.292149,,,0,4016,2025-09-01,2025-07-22 13:18:54.292149,16.7,,72,2025-09-30,,lbs,2025-09-30,4032.7,6458,1,33418
8894.0,,,45426,3000,Open,,,K2507069,72,Required,19,,1,0,2025-09-11 23:36:11.289275,0.85,1.41946,147,"{'knit_style_base': 2550, 'act_yard_cut_wt': '18.05', 'version': '1B', 'created_date': '2025-03-06', 'id': 5977, 'active': 1, 'price': '0.85', 'modified': '2025-06-20 10:20:28.729633', 'created_time': '09:51:48.352835', 'target_yard_cut_wt': '17.67', 'roll_size': '250', 'foreign_id': 8073}","{'base_style': 'C1B4033', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2550, 'foreign_id': 4210}",,72,,2025-07-22 12:27:05.941208,,,89.5999999999999,2910.4,2025-09-01,2025-07-22 12:27:05.941208,139.5,,5,2025-09-30,,lbs,2025-09-30,3049.9,6456,1,33416
8893.0,,,,2500,Open,,,K2507068,72,Required,19,,1,0,2025-09-04 12:21:13.107787,0.85,2.0686,,"{'created_date': '2025-05-09', 'version': '1B', 'id': 6097, 'active': 1, 'knit_style_base': 2972, 'act_yard_cut_wt': '22.50', 'roll_size': '250', 'foreign_id': 8222, 'modified': '2025-09-04 13:40:53.952093', 'price': '0.85', 'target_yard_cut_wt': '22.60', 'created_time': '09:04:29.967529'}","{'active': 1, 'id': 2972, 'foreign_id': 4782, 'base_style': 'C1B3917', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-07-22 12:25:13.841161,,,0,2529.7,2025-09-01,2025-07-22 12:25:13.841161,51.6,,72,2025-09-30,0,lbs,2025-09-30,2581.3,6455,1,33415
8892.0,,,,3250,Open,,,K2507067,72,Required,19,,1,0,2025-09-12 22:01:12.382274,0.85,1.59985,,"{'foreign_id': 8031, 'roll_size': '250', 'created_time': '13:47:18.111835', 'target_yard_cut_wt': '15', 'price': '0.85', 'modified': '2025-03-11 13:09:27.489492', 'active': 1, 'id': 5942, 'version': '1C', 'created_date': '2025-02-13', 'act_yard_cut_wt': '17.55', 'knit_style_base': 2559}","{'base_style': 'C1B4038', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2559, 'foreign_id': 4219}",,72,,2025-07-22 12:23:46.525485,,,1769.6,1480.4,2025-09-01,2025-07-22 12:23:46.525485,50.9,,72,2025-09-30,588,lbs,2025-09-30,943.3,6454,1,33414
8891.0,,,,6500,Open,,,K2507066,72,Required,19,,1,0,2025-07-22 11:59:02.431652,1.25,3.74796,,"{'foreign_id': 8008, 'roll_size': '250', 'created_time': '12:19:42.104693', 'target_yard_cut_wt': '19', 'price': '1.25', 'modified': '2025-04-15 10:31:43.217661', 'active': 1, 'id': 5926, 'version': '1', 'created_date': '2025-02-03', 'act_yard_cut_wt': '18.80', 'knit_style_base': 3323}","{'active': 1, 'id': 3323, 'foreign_id': 5224, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4638A'}",,72,,2025-07-22 11:58:31.000893,,,6500,0,2025-08-04,2025-07-22 11:58:31.000893,,,72,2025-12-01,,lbs,2025-12-01,,6453,1,33413
8890.0,,,,7000,Open,,,K2507065,72,Required,19,,1,0,2025-07-22 11:57:41.306147,1.25,1.70192,,"{'id': 5943, 'active': 1, 'created_date': '2025-02-13', 'version': '1L', 'act_yard_cut_wt': '29.25', 'knit_style_base': 2923, 'foreign_id': 8032, 'roll_size': '250', 'target_yard_cut_wt': '28.00', 'created_time': '14:00:15.979014', 'modified': '2025-07-07 08:24:01.46942', 'price': '1.25'}","{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4317A', 'foreign_id': 4720, 'active': 1, 'id': 2923}",,72,,2025-07-22 11:56:53.47588,,,7000,0,2025-08-11,2025-07-22 11:56:53.47588,,,72,2025-12-01,,lbs,2025-12-01,,6452,1,33412
8889.0,,,,6000,Open,,,K2507064,72,Required,19,,1,0,2025-07-22 11:56:01.172835,0.85,2.70297,,"{'act_yard_cut_wt': '12.90', 'knit_style_base': 1385, 'active': 1, 'id': 5580, 'created_date': '2024-08-28', 'version': '1D', 'target_yard_cut_wt': '14.00', 'created_time': '11:30:52.823056', 'modified': '2025-07-03 13:22:02.783181', 'price': '0.85', 'foreign_id': 7613, 'roll_size': '250'}","{'foreign_id': 2671, 'id': 1385, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B3194'}",,72,,2025-07-22 11:55:25.665199,,,6000,0,2025-08-11,2025-07-22 11:55:25.665199,,,72,2025-12-01,,lbs,2025-12-01,,6451,1,33411
8888.0,,,45213,2400,Open,,,K2507062,72,Complete,19,,1,0,2025-08-18 08:56:10.300458,0.65,4.61,77,"{'foreign_id': 8055, 'roll_size': '50', 'target_yard_cut_wt': '7.85', 'created_time': '11:07:11.619526', 'modified': '2025-06-26 12:04:52.829075', 'price': '0.65', 'active': 1, 'id': 5962, 'created_date': '2025-02-24', 'version': '0', 'act_yard_cut_wt': '7.65', 'knit_style_base': 3341}","{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CT4648', 'foreign_id': 5245, 'active': 1, 'id': 3341}",,72,,2025-07-21 15:41:24.613149,,,0,2839.7,2025-07-22,2025-07-21 15:41:24.613149,37.1,,72,2025-08-08,1258.3,lbs,2025-08-08,1618.5,6449,1,33394
,,,45212,6760,Open,,,K2507061,72,Complete,19,,1,0,2025-09-11 21:46:09.7116,1.05,1.060106,87,"{'price': '1.05', 'modified': '2025-09-05 10:34:26.512055', 'created_time': '15:11:07.968165', 'target_yard_cut_wt': '3.9', 'roll_size': '52', 'foreign_id': 8396, 'knit_style_base': 3478, 'act_yard_cut_wt': '4.05', 'version': '1', 'created_date': '2025-07-18', 'active': 1, 'id': 6242}","{'base_style': 'CT4785', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3478, 'foreign_id': 5424}",,72,,2025-07-21 15:28:51.0754,,,0,6974.2,2025-07-22,2025-07-21 15:28:51.0754,14.4,"Greige for 80"" and 84"" ",72,2025-07-25,53.5,lbs,2025-07-25,6935.1,6448,1,33393
8887.0,,,45275,2700,Open,,,K2507060,72,Required,19,,1,0,2025-08-26 22:41:09.138845,0.85,2.71414,13,"{'roll_size': '50', 'foreign_id': 7737, 'price': '0.85', 'modified': '2025-09-02 13:37:19.888668', 'created_time': '13:39:34.069682', 'target_yard_cut_wt': '19.0', 'version': '1L', 'created_date': '2024-10-04', 'id': 5685, 'active': 1, 'knit_style_base': 67, 'act_yard_cut_wt': '19.40'}","{'foreign_id': 1236, 'active': 1, 'id': 67, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2552'}",,72,,2025-07-21 14:47:52.623615,,,1299.33,1400.67,2025-07-21,2025-07-21 14:47:52.623615,39.13,,72,2025-08-08,0,lbs,2025-08-08,1439.80,6447,1,33392
8886.0,,,,2000,Open,,,K2507059,72,Required,19,,1,0,2025-08-12 15:01:12.266889,0.85,1.36086,,"{'knit_style_base': 210, 'act_yard_cut_wt': '29.80', 'version': '1B', 'created_date': '2025-05-23', 'id': 6131, 'active': 1, 'price': '0.85', 'modified': '2025-08-18 14:26:51.611751', 'created_time': '11:55:31.969294', 'target_yard_cut_wt': '29.20', 'roll_size': '250', 'foreign_id': 8262}","{'id': 210, 'active': 1, 'foreign_id': 161, 'base_style': 'CT1577', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-07-21 14:45:18.547991,,,495,1505.0,2025-07-21,2025-07-21 14:45:18.547991,20.6,,72,2025-08-08,,lbs,2025-08-08,1525.6,6446,1,33391
8885.0,,,45211,50,Open,,,K2507058,80,Required,16,,1,0,2025-08-12 09:46:11.019756,1.25,2.497696,123,"{'knit_style_base': 3481, 'act_yard_cut_wt': '33.75', 'created_date': '2025-07-21', 'version': '1', 'id': 6245, 'active': 1, 'modified': '2025-08-26 16:56:47.204021', 'price': '1.25', 'target_yard_cut_wt': '34.5', 'created_time': '13:45:56.531691', 'roll_size': '50', 'foreign_id': 8399}","{'base_style': 'CEE4780B', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3481, 'foreign_id': 5427}",,80,,2025-07-21 14:10:01.058741,,,0,72.1,2025-07-29,2025-07-21 14:10:01.058741,21.4,,80,,,lbs,2025-08-05,93.5,6445,1,33385
8883.0,,,45208,16000,Open,,,K2507056,72,Complete,19,,1,0,2025-09-10 18:36:16.08889,1.00,1.2,136,"{'modified': '2024-10-09 12:39:27.139531', 'price': '1.00', 'target_yard_cut_wt': '8.00', 'created_time': '15:47:38.897507', 'roll_size': '80', 'foreign_id': 6617, 'knit_style_base': 1761, 'act_yard_cut_wt': '7.60', 'created_date': '2023-08-22', 'version': '1', 'active': 1, 'id': 4708}","{'foreign_id': 3216, 'id': 1761, 'active': 1, 'base_style': 'CF5092', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-07-21 10:54:12.404064,,,11358.5,4641.5,2025-07-21,2025-07-21 10:54:12.404064,48.8,,72,,,lbs,2025-11-28,4690.3,6443,1,33378
8882.0,,,45206,35,Open,,,K2507055,80,Required,16,,1,0,2025-09-12 09:34:00.477332,1.25,2.307349,123,"{'created_time': '14:50:46.014621', 'target_yard_cut_wt': '27.0', 'price': '1.25', 'modified': '2025-09-02 08:56:38.138142', 'foreign_id': 8393, 'roll_size': '35', 'act_yard_cut_wt': None, 'knit_style_base': 3477, 'id': 6239, 'active': 1, 'version': '1', 'created_date': '2025-07-18'}","{'foreign_id': 5423, 'id': 3477, 'active': 1, 'base_style': 'CEE4763A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,80,,2025-07-18 15:27:09.521495,,,35,0,2025-07-28,2025-07-18 15:27:09.521495,,,80,,,lbs,2025-08-05,,6442,1,33365
8871.0,,,45190,22500,Open,,,K2507048,72,Complete,19,,1,0,2025-09-08 21:21:12.035621,0.85,1.60364,223,"{'foreign_id': 8380, 'roll_size': '250', 'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85', 'active': 1, 'id': 6229, 'created_date': '2025-07-11', 'version': '1N', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254}","{'foreign_id': 5146, 'active': 1, 'id': 3254, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4571A'}",,72,,2025-07-16 15:46:48.62762,,,13985.9,8514.1,2025-07-17,2025-07-16 15:46:48.62762,164.1,,72,2025-09-30,,lbs,2025-09-30,8678.2,6435,1,33319
8870.0,,,45189,22500,Open,,,K2507047,72,Complete,19,,1,0,2025-09-09 16:36:09.635208,0.85,1.60364,222,"{'id': 6229, 'active': 1, 'created_date': '2025-07-11', 'version': '1N', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254, 'foreign_id': 8380, 'roll_size': '250', 'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85'}","{'active': 1, 'id': 3254, 'foreign_id': 5146, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4571A'}",,72,,2025-07-16 15:45:01.503383,,,7601.8,14898.2,2025-07-17,2025-07-16 15:45:01.503383,435.0,,72,2025-09-30,480,lbs,2025-09-30,14838.2,6434,1,33318
8869.0,,,45188,22500,Open,,,K2507046,72,Complete,19,,1,0,2025-08-28 14:21:12.229902,0.85,1.60364,193,"{'price': '0.85', 'modified': '2025-07-30 14:20:42.638229', 'created_time': '15:57:32.748858', 'target_yard_cut_wt': '24.70', 'roll_size': '250', 'foreign_id': 8380, 'knit_style_base': 3254, 'act_yard_cut_wt': '23.95', 'version': '1N', 'created_date': '2025-07-11', 'active': 1, 'id': 6229}","{'foreign_id': 5146, 'active': 1, 'id': 3254, 'base_style': 'C1B4571A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,72,,2025-07-16 15:43:18.607548,,,11859.8,10640.2,2025-07-17,2025-07-16 15:43:18.607548,533.7,,72,2025-09-30,,lbs,2025-09-30,11173.9,6433,1,33317
